idx,className,methodName,time0,time1,childRefs
296,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseStatements,4.0,0.0,[295]
297,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend$Parser,parseExprSet,4.0,0.0,[296]
298,io.github.tt432.eyelib.molang.compiler.frontend.HandwrittenMolangAstParserFrontend,parseExprSetAst,4.0,0.0,[297]
299,io.github.tt432.eyelib.molang.compiler.MolangConstantExpressionEvaluator,tryEvaluate,4.0,0.0,[298]
300,io.github.tt432.eyelib.molang.MolangValue,resolveFunction,4.0,0.0,[299]
301,io.github.tt432.eyelib.molang.MolangValue,<init>,4.0,0.0,[300]
302,java.lang.String,join,12.0,0.0,[]
303,io.github.tt432.eyelib.molang.MolangValue,lambda$static$3,16.0,0.0,[301;302]
304,io.github.tt432.eyelib.molang.MolangValue$$Lambda$5161/0x0000015e4cca2840,apply,16.0,0.0,[303]
305,com.mojang.datafixers.util.Pair,mapFirst,16.0,0.0,[304]
